id,lote,partida_especifica,partida,descripcion,cantidad,unidad,marca,precio_unitario,subtotal,proveedor,medida,codigo
109,4,244,50,"CHALECO TIPO REPORTERO UNISEX COLOR CAQUI, CONFECCIONADO EN TELA GABARDINA 100% ALGODÓN, CIERRE AL FRENTE, CATORCE BOLSILLOS AL FRENTE, CUATRO CON CIERRE, DIEZ CON BROCHE DE PRESIÓN, UNO EN ESPALDA CON CIERRE Y TRES AL INTERIOR, DOS CON CIERRE Y UNO CON BROCHE DE PRESIÓN. SEGÚN MUESTRA CHALR01.",1,Pieza,S/M,528.08,528.08,SPAHER,P,53103100
110,4,244,51,"SUÉTER PARA DAMA TIPO SACO EN COLOR AZUL MARINO, CONFECCIONADO EN TELA 100% ACRÍLICO, CORTE CON SILUETA, DOS BOLSAS AL FRENTE, TRES BOTONES PLÁSTICOS AL FRENTE, CUELLO EN ""V"" MEDIA SOLAPA, DOS BOTONES PLÁSTICOS EN LA ESPALDA, APERTURA EN FALDÓN TRASERO. SEGÚN MUESTRA SW02.",1,Pieza,S/M,481.45,481.45,SPAHER,P,53101704
111,4,244,52,"BLAZER PARA DAMA COLOR AZUL MARINO, CONFECCIONADO EN TELA 100% POLIÉSTER, FORRO 100% POLIÉSTER, DOS BOLSAS SIMULADAS AL FRENTE TIPO OJAL, UN BOTÓN DE AJUSTE, PINZAS AL FRENTE Y ESPALDA, TRES BOTONES DE ADORNO EN CADA PUÑO. SEGÚN MUESTRA BL01.",1,Pieza,VANITY,812.87,812.87,SPAHER,P,53101800
112,5,244,53,"ZAPATO DE VESTIR PARA CABALLERO COLOR NEGRO, CORTE VACUNO ACABADO PIEL LISA, FORRO TEXTIL, SUELA SINTÉTICA COLOR NEGRO, PLANTILLA DE RES, OCHO OJILLOS PERFORADOS, AJUSTE DE AGUJETAS COLOR NEGRO, DETALLES PERFORADOS EN CHALECO Y PUNTA, PESPUNTES VISIBLES, PUNTA OVALADA. SEGÚN MUESTRA ZC06.",1,Par,Flexi,946.76,946.76,UNIFORMA,A,53111600
113,5,244,54,"ZAPATO PARA CABALLERO COLOR TAN, CORTE VACUNO ACABADO PIEL TEXTURIZADA, FORRO TEXTIL, SUELA SINTÉTICA COLOR CAFÉ, PLANTILLA DE RES, OCHO OJILLOS PERFORADOS, AJUSTE DE AGUJETA COLOR CAFÉ, DETALLE DE PERFORACIONES EN LATERALES Y EMPEINE, PESPUNTES VISIBLES, PUNTA REDONDA. SEGÚN MUESTRA ZC14.",1,Par,Flexi,951.26,951.26,UNIFORMA,A,53111600
114,5,244,55,"ZAPATO CASUAL PARA CABALLERO COLOR CAFÉ CORTE VACUNO ACABADO PIEL TEXTURIZADA, FORRO TEXTIL, SUELA SINTÉTICA COLOR BLANCO, DETALLE DE ORIFICIOS A LOS COSTADOS, SEIS OJILLOS PERFORADOS, AJUSTE ELÁSTICO, AJUSTE DE AGUJETA COLOR CAFÉ, CINTA PARA FACILITAR CALZADO, PESPUNTES VISIBLES, PUNTA REDONDA. SEGÚN MUESTRA ZC22.",1,par,Crosscountry,955.76,955.76,UNIFORMA,A,53111600
115,5,244,56,"ZAPATO DE VESTIR PARA CABALLERO COLOR NEGRO CORTE BORREGO ACABADO PIEL LISA, FORRO BORREGO, SUELA SINTÉTICA COLOR NEGRO, RESORTE EN LATERALES PARA AJUSTE, OCHO OJILLOS PERFORADOS, AJUSTE DE AGUJETA COLOR NEGRO, PESPUNTES VISIBLES, PUNTA OVALADA. SEGÚN MUESTRA ZC29.",1,Par,Triples,948.74,948.74,UNIFORMA,A,53111600
116,5,244,57,"ZAPATO TIPO SNEAKER PARA CABALLERO COLOR NAPA NEGRO, CORTE SINTÉTICO, ACABADO LISO, FORRO TEXTIL, SUELA SINTÉTICA COLOR BLANCO, PLANTILLA SINTÉTICA, PESPUNTES VISIBLES, REFUERZO TEXTIL EN PUNTAS Y LATERALES, DIEZ OJILLOS PERFORADOS, DOS OJILLOS METÁLICOS, AJUSTE DE AGUJETA COLOR NEGRO, PUNTERA REDONDA. SEGÚN MUESTRA ZC32.",1,Par,Jeep,948.29,948.29,UNIFORMA,A,53111600
117,5,244,58,"ZAPATO DE VESTIR PARA CABALLERO COLOR CAFÉ, CORTE SINTÉTICO, ACABADO LISO, FORRO TEXTIL, SUELA SINTÉTICA COLOR CAFÉ, SEIS OJILLOS PERFORADOS, DOS OJILLOS METÁLICOS, AJUSTE DE AGUJETA COLOR CAFÉ, AJUSTE DE RESORTE PARA MEJORAR, PUNTERA REDONDA, CON CINTA PARA FACILITAR EL CALZADO. SEGÚN MUESTRA ZC37.",1,Par,"Perry Ellis",928.72,928.72,UNIFORMA,A,53111600
118,5,244,59,"ZAPATO TIPO SNEAKER PARA CABALLERO COLOR MARINO, CORTE SINTÉTICO, ACABADO TEXTURIZADO, FORRO TEXTIL, SUELA SINTÉTICA COLOR BLANCO, DOCE OJILLOS PERFORADOS, AJUSTE DE AGUJETAS COLOR MARINO, REFUERZO EN PUNTA Y TALÓN, PESPUNTES VISIBLES, PUNTERA REDONDA. SEGÚN MUESTRA ZC51.",1,Par,Levis,944.03,944.03,UNIFORMA,A,53111600
119,5,244,60,"ZAPATO DE VESTIR PARA DAMA TIPO MOCASÍN COLOR NEGRO, CORTE BOVINO ACABADO PIEL CHAROL, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR NEGRO, HEBILLA METÁLICA EN EMPEINE, PESPUNTES VISIBLES, PUNTERA REDONDA. SEGÚN MUESTRA ZD03.",1,Par,Vicenza,825.98,825.98,UNIFORMA,A,53111600
120,5,244,61,"ZAPATO TIPO SNEAKER PARA DAMA TIPO COLOR GRIS METÁLICO, CORTE VACUNO ACABADO PIEL CABRA, FORRO DE CERDO ACOJINADO, SUELA SINTÉTICA COLOR BLANCO, REFUERZO EN TOBILLO, DIEZ OJILLOS PERFORADOS, AJUSTE DE AGUJETA COLOR GRIS, GRABADO TIPO NUCA COCODRILO, PESPUNTES VISIBLES. SEGÚN MUESTRA ZD13.",1,Par,Barcassi,823.50,823.50,UNIFORMA,A,53111600
121,5,244,62,"SANDALIA PARA DAMA COLOR CAFÉ/BLANCO, CORTE VACUNO ACABADO PIEL TERNERA, FORRO DE CERDO, SUELA SINTÉTICA COLOR BLANCO CON PLATAFORMA, CINCO OJILLOS PERFORADOS Y HEBILLA METÁLICA, TRES CINTAS GRUESAS PESPUNTES VISIBLES. SEGÚN MUESTRA ZD16.",1,Par,Barcassi,823.50,823.50,UNIFORMA,A,53111800
122,5,244,63,"SANDALIA PARA DAMA COLOR MEZCLILLA, CORTE VACUNO ACABADO TEXTURIZADO, FORRO DE CERDO, SUELA SINTÉTICA COLOR CAFÉ CON TACÓN, CHINELA GRUESA, CINTA DE AJUSTE CON CINCO PERFORACIONES Y HEBILLA METÁLICA, PESPUNTES VISIBLES. SEGÚN MUESTRA ZD25.",1,Par,Barcassi,823.50,823.50,UNIFORMA,A,53111800
123,5,244,64,"ZAPATO DE VESTIR PARA DAMA COLOR DORADO, CORTE VACUNO ACABADO EN PIEL LISA Y FRENTE CON PERFORACIONES, FORRO SINTÉTICO ACOJINADO, SUELA SINTÉTICA COLOR HUESO, CON PLATAFORMA, AJUSTE DE RESORTE EN LATERALES, PLANTILLA DE CERDO, REFUERZO EN TOBILLO, PESPUNTES VISIBLES. SEGÚN MUESTRA ZD35.",1,Par,Flexi,860.97,860.97,UNIFORMA,A,53111600
124,5,244,65,"ZAPATO DE VESTIR PARA DAMA COLOR ARENA, CORTE VACUNO, ACABADO PIEL, FORRO CERDO, SUELA SINTÉTICA COLOR ARENA CON PLATAFORMA, PLANTILLA DE CERDO, CON CINTAS GRUESAS, CUATRO PERFORACIONES CON HEBILLA METÁLICA, PESPUNTES VISIBLES. SEGÚN MUESTRA ZD23.",1,Par,Flexi,866.71,866.71,UNIFORMA,A,53111600
125,5,244,66,"TENIS PARA CABALLERO COLOR BEIGE/CAMEL, CORTE SINTÉTICO, FORRO SINTÉTICO, SUELA SINTÉTICA COLOR BLANCO, DOCE OJILLOS PERFORADOS, AJUSTE DE AGUJETA COLOR BLANCO, INTERIOR ACOJINADO, REFUERZO EN EL TALÓN Y PUNTERA, PESPUNTES VISIBLES, GRABADO DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA TC09.",1,Par,"Perry Ellis",894.47,894.47,UNIFORMA,A,53111900
126,5,244,67,"TENIS PARA DAMA COLOR ARENA, DETALLES EN COLOR CAFÉ, CORTE SINTÉTICO, FORRO TEXTIL, SUELA SINTÉTICA COLOR BLANCO/CAFÉ, INTERIOR ACOJINADO, REFUERZO EN TOBILLO Y PUNTERA, ACABADO GAMUZA, OCHO OJILLOS PERFORADOS, 2 OJILLOS METÁLICOS, AJUSTE DE AGUJETA COLOR BEIGE, PESPUNTES VISIBLES, GRABADO DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA TD06.",1,Par,Levis,850.99,850.99,UNIFORMA,A,53111900
127,5,244,68,"CHANCLA UNISEX, TIPO PATA DE GALLO, EN COLOR NEGRO, MATERIAL DE SUELA SINTÉTICA, MATERIAL DE PLANTILLA SINTÉTICA. SEGÚN MUESTRA AC15.",1,Par,"Simple Fashion",174.74,174.74,UNIFORMA,A,53111800
128,6,244,69,"BOTA PARA CABALLERO COLOR NEGRO, CORTE VACUNO ACABADO PIEL TEXTURIZADO, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR GRIS, DOCE OJILLOS METÁLICOS, AJUSTE DE AGUJETA COLOR NEGRO, BULLÓN ACABADO NOBUK, PESPUNTES VISIBLES, GRABADO DE LOGO EN PARTE EXTERIOR, TALÓN CON DETALLE TEXTURIZADO. SEGÚN MUESTRA BC02.",1,Par,Jeep,1195.18,1195.18,UNIFORMA,A,53111500
129,6,244,70,"BOTA PARA CABALLERO COLOR CAFÉ, CORTE VACUNO ACABADO PIEL LISA, FORRO TEXTIL, SUELA SINTÉTICA COLOR NEGRA/CAFÉ, BULLÓN ACABADO NOBUK, CATORCE OJILLOS METÁLICOS, AJUSTE DE AGUJETA COLOR CAFÉ, REFUERZO EN TOBILLO PESPUNTES VISIBLES, GRABADO DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA BC05.",1,Par,Jeep,1133.39,1133.39,UNIFORMA,A,53111500
130,6,244,71,"BOTA PARA CABALLERO COLOR CAFÉ, CORTE VACUNO, ACABADO PIEL TEXTURIZADA, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR NEGRO, CON BULLÓN TEXTIL COLOR CAFÉ, 12 OJILLOS METÁLICOS COLOR NATURAL, AJUSTE DE AGUJETA COLOR CAFÉ, PESPUNTES VISIBLES, GRABADO DE LOGO EN LA PARTE EXTERIOR, RESPIRADORES EN LATERALES. SEGÚN MUESTRA BC13.",1,Par,Jeep,1100.68,1100.68,UNIFORMA,A,53111500
131,6,244,72,"BOTA PARA CABALLERO COLOR CAFÉ, CORTE SINTÉTICO FORRO TEXTIL, SUELA SINTÉTICA COLOR OLIVO, SEIS CINTAS TEXTILES PARA AJUSTE, CUATRO GANCHOS METÁLICOS, AJUSTE DE AGUJETAS COLOR NEGRO Y BLANCO, BULLÓN SUPERIOR SINTÉTICO, ACABADO TEXTURIZADO CON CINTA PARA FACILITAR CALZADO, PESPUNTES VISIBLES, FORRO INTERIOR ACOJINADO, GRABADO DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA BC18.",1,Par,Discovery,1214.49,1214.49,UNIFORMA,A,53111500
132,6,244,73,"BOTA PARA CABALLERO COLOR COÑAC, CORTE SINTÉTICO ACABADO LISO, FORRO SINTÉTICO, SUELA SINTÉTICA COLOR BLANCO, BULLÓN SUPERIOR SINTÉTICO ACABADO TEXTURIZADO, DOCE OJILLOS PERFORADOS, AJUSTE DE AGUJETA CAFÉ, PESPUNTES VISIBLES, ETIQUETA DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA BC27.",1,Par,"Perry Ellis",1106.71,1106.71,UNIFORMA,A,53111500
133,6,244,74,"BOTA PARA CABALLERO COLOR MIEL, CORTE VACUNO, ACABADO PIEL TEXTURIZADA, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR NEGRO, BULLÓN ACABADO TEXTURIZADO, CINTA PARA FACILITAR EL CALZADO, CATORCE OJILLOS METÁLICOS, AJUSTE DE AGUJETA EN COLOR ARENA, GRABADO DE LOGO EN LA PARTE EXTERIOR, PESPUNTES VISIBLES. SEGÚN MUESTRA BC34.",1,Par,Crosscountry,1214.49,1214.49,UNIFORMA,A,53111500
134,6,244,75,"BOTA PARA CABALLERO COLOR VERDE OLIVO, CORTE VACUNO ACABADO NOBUK, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR ARENA, SEIS HERRAJES, DOS GANCHOS METÁLICOS Y DOS CINTAS TEXTILES PARA AJUSTE, AJUSTE DE AGUJETAS COLOR ARENA, BULLÓN SUPERIOR SINTÉTICO ACABADO TEXTURIZADO CON CINTA PARA FACILITAR CALZADO, PESPUNTES VISIBLES, GRABADO DE LOGO EN LENGÜETA. SEGÚN MUESTRA BC35.",1,Par,Crosscountry,1214.49,1214.49,UNIFORMA,A,53111500
135,6,244,76,"BOTA PARA CABALLERO COLOR CAFÉ, ACABADO TIPO NOBUK, CORTE VACUNO, FORRO TEXTIL, SUELA SINTÉTICA COLOR BLANCA, SIN BULLÓN, DOS OJILLOS METÁLICOS COLOR NATURAL, SEIS OJILLOS PERFORADOS, AJUSTE DE AGUJETA COLOR CAFÉ, CINTA PARA FACILITAR EL CALZADO, FORRO INTERIOR ACOJINADO, PESPUNTES VISIBLES, GRABADO DE LOGO EN PARTE EXTERIOR. SEGÚN MUESTRA BC43.",1,Par,Dockers,1195.18,1195.18,UNIFORMA,A,53111500
136,6,244,77,"BOTA PARA CABALLERO COLOR NEGRO, ACABADO PIEL LISA, CORTE VACUNO, FORRO TEXTIL, SUELA SINTÉTICA COLOR NEGRO, CON BULLÓN ACOJINADO, OCHO OJILLOS, CUATRO GANCHOS PLÁSTICOS, AJUSTE DE AGUJETA COLOR NEGRO, FORRO INTERIOR ACOJINADO, PESPUNTES VISIBLES, GRABADO DE LOGO EN PARTE EXTERIOR, CASQUILLO POLÍMERO, DIELÉCTRICAS, LIGERA RESISTENTE A IMPACTOS, NOM 113-STPS-2009 II+III. SEGÚN MUESTRA BC46.",1,Par,Triples,1214.49,1214.49,UNIFORMA,A,53111500
137,6,244,78,"BOTA PARA DAMA COLOR NEGRO, CORTE VACUNO ACABADO PIEL NOBUK, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR NEGRO, BULLÓN TEXTIL, DIEZ OJILLOS METÁLICOS PERFORADOS, AGUJETA COLOR NEGRO, PESPUNTES VISIBLES, CINTA PARA FACILITAR EL CALZADO, GRABADO DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA BD05.",1,Par,Jeep,1063.88,1063.88,UNIFORMA,A,53111500
138,6,244,79,"BOTA PARA DAMA COLOR GRIS OXFORD, CORTE SINTÉTICO ACABADO NOBUK, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR NEGRO Y GRIS, BULLÓN TEXTIL, DIEZ OJILLOS METÁLICOS, CUATRO GANCHOS METÁLICOS, AGUJETA COLOR GRIS, GRABADO DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA BD07.",1,Par,Jeep,865.98,865.98,UNIFORMA,A,53111500
139,6,244,80,"BOTA PARA DAMA COLOR BRONCE, CORTE VACUNO ACABADO PIEL CRAZY, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR CAFÉ OSCURO, BULLÓN GAMUZA, DIEZ OJILLOS METÁLICOS, AGUJETA COLOR CAFÉ, GRABADO DE LOGO EN PARTE EXTERIOR. SEGÚN MUESTRA BD09.",1,Par,Jeep,945.14,945.14,UNIFORMA,A,53111500
140,6,244,81,"BOTA PARA DAMA COLOR NEGRO CORTE VACUNO, ACABADO PIEL LISA, SIN FORRO, SIN BULLÓN SUELA SINTÉTICA CON TACÓN COLOR NEGRO, AJUSTE DE RESORTE EN LATERALES, PESPUNTES VISIBLES, CINTA PARA FACILITAR CALZADO, GRABADO DE LOGO EN LA PARTE EXTERIOR.  SEGÚN MUESTRA BD17.",1,Par,Jeep,1019.69,1019.69,UNIFORMA,A,53111500
141,6,244,82,"BOTA PARA DAMA COLOR CANELA, CORTE VACUNO, FORRO TEXTIL, ACABADO GAMUZA, SUELA SINTÉTICA COLOR BEIGE, CON AJUSTE DE RESORTE EN LATERALES, CINTA PARA FACILITAR EL CALZADO GRABADO DE LOGO EN LA PARTE EXTERIOR. SEGÚN MUESTRA BD28.",1,Par,Flow,918.48,918.48,UNIFORMA,A,53111500
142,6,244,83,"BOTA PARA DAMA COLOR CAFÉ, CORTE VACUNO, ACABADO PIEL NOBUK, FORRO TEXTIL, SUELA SINTÉTICA COLOR BEIGE, OCHO OJILLOS METÁLICOS Y DOS HERRAJES METÁLICOS, CIERRE EN LATERAL INTERNO, AGUJETA COLOR CAFÉ, BULLÓN ACABADO PIEL NOBUK, INTERIOR ACOJINADO, GRABADO DE LOGO EN LA PARTE EXTERIOR, PESPUNTES VISIBLES. SEGÚN MUESTRA BD35.",1,Par,Crosscountry,902.50,902.50,UNIFORMA,A,53111500
143,6,244,84,"BOTA PARA DAMA COLOR CAFÉ, CORTE VACUNO, ACABADO PIEL TEXTURIZADA, FORRO TEXTIL ACOJINADO, SUELA SINTÉTICA COLOR CHOCOLATE, PLANTILLA DE CERDO, AJUSTE DE CIERRES EN LATERALES, BULLÓN ACABADO NOBUK, CON CINTA PARA FACILITAR EL CALZADO, PESPUNTES VISIBLES. SEGÚN MUESTRA BD39.",1,Par,Flexi,1011.08,1011.08,UNIFORMA,A,53111500
144,7,244,85,"FALDA DE VESTIR PARA DAMA COLOR GRIS OXFORD, COMPOSICIÓN 65% POLIÉSTER 35% ACRÍLICO, CORTE RECTO, DOS PINZAS AL FRENTE Y ATRÁS, APERTURA TRASERA, CIERRE METÁLICO CON BOTÓN PLÁSTICO COLOR NEGRO, EN LA PARTE DE ATRÁS, BOLSAS EN DIAGONALES LATERALES. SEGÚN MUESTRA FV02.",1,Pieza,JOURNAL,462.42,462.42,SPAHER,P,53101600
145,7,244,86,"CONJUNTO DE 3 PIEZAS PARA DAMA: SACO CONFECCIONADO EN TELA 94% POLIÉSTER Y 6% ELASTANO, FORRO 100% POLIÉSTER, CUELLO TIPO MAO CON BIES AZUL MARINO, COLOR BLANCO CON DETALLES MULTICOLOR, DOS BOLSAS SIMULADAS AL FRENTE A LA ALTURA DEL ABDOMEN, PINZAS AL FRENTE A LA ALTURA DEL PECHO, TRES COSTURAS EN LA PARTE DE ATRÁS. FALDA: CONFECCIONADA EN TELA 93% P0LIESTER 7% ELASTANO, COLOR GAZUL REY, CORTE RECTO, CIERRE METÁLICO Y BOTÓN PLÁSTICO DE AJUSTE. BLUSA: CONFECCIONADA EN TELA 100% POLIÉSTER, COLOR BLANCO, CUELLO REDONDO, MANGA CORTA, ENCAJE DECORATIVO AL FRENTE, CINTAS DE AJUSTE EN CINTURA. SEGÚN MUESTRA CP03.",1,Conjunto,VANITY,2275.47,2275.47,SPAHER,D,53101904
146,7,244,87,"CONJUNTO DE 3 PIEZAS PARA DAMA: SACO CONFECCIONADO EN TELA POLIÉSTER, FORRO POLIÉSTER, CUELLO TIPO MAO CON BIES AZUL MARINO, COLOR BLANCO CON DETALLES MULTICOLOR, DOS BOLSAS SIMULADAS AL FRENTE A LA ATURA DEL ABDOMEN, PINZAS AL FRENTE A LA ALTURA DEL PECHO, TRES COSTURAS EN LA PARTE DE ATRÁS. PANTALÓN: CONFECCIONADO EN TELA 93% P0LIESTER 7% ELASTANO, COLOR AZUL REY, CORTE RECTO, DOS PINZAS EN LA PARTE DE ATRÁS A LA ALTURA DE LA CADERA. BLUSA: CONFECCIONADA EN TELA 100% POLIÉSTER, COLOR BLANCO, CUELLO REDONDO, MANGA CORTA, ENCAJE DECORATIVO AL FRENTE, CINTAS DE AJUSTE EN CINTURA. SEGÚN MUESTRA CP03.",1,Conjunto,VANITY,2275.47,2275.47,SPAHER,D,53101904
147,7,244,88,"JUEGO DEPORTIVO PARA CABALLERO COMPOSICIÓN EN TELA 100% POLIÉSTER; COMPUESTO DE CHAMARRA EN COLOR GRIS, CON DOS BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN TIPO OJAL, CIERRE AL FRENTE, GORRO; PANTS COLOR GRIS, DOS BOLSAS LATERALES, RESORTE EN LA CINTURA, CORTE RECTO. SEGÚN MUESTRA JPC01.",1,Juego,ATHLETHECH,1004.99,1004.99,SPAHER,J,49221500
148,7,244,89,"JUEGO DEPORTIVO PARA CABALLERO COMPOSICIÓN EN TELA 100% POLIÉSTER; COMPUESTO DE CHAMARRA EN COLOR NEGRO, CON DOS BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN TIPO OJAL, CUELLO ALTO CON VELCRO PARA OCULTAR GORRO, CIERRE AL FRENTE, GORRO; PANTS COLOR GRIS, DOS BOLSAS LATERALES, RESORTE EN LA CINTURA, CORTE RECTO. SEGÚN MUESTRA JPC05.",1,Juego,JOURNAL,1004.99,1004.99,SPAHER,J,49221500
149,7,244,90,"JUEGO DEPORTIVO PARA DAMA EN COLOR NEGRO, CONFECCIONADO EN TELA 100% POLIÉSTER; CHAMARRA CON DOS BOLSILLOS AL FRENTE TIPO CANGURO, CIERRE AL FRENTE, GORRO, PANTS COLOR NEGRO, AJUSTE ELÁSTICO EN CINTURA, DOS BOLSAS LATERALES. SEGÚN MUESTRA JPD03.",1,Juego,XKENAX,1050.37,1050.37,SPAHER,J,49221500
150,7,244,91,"JUEGO DEPORTIVO PARA DAMA EN COLOR NEGRO, CONFECCIONADO EN TELA 100% POLIÉSTER; SUDADERA CON GORRO, BOLSILLO AL FRENTE TIPO CANGURO, PANTS COLOR NEGRO, AJUSTE ELÁSTICO EN CINTURA, DOS BOLSAS LATERALES. SEGÚN MUESTRA JPD05.",1,Juego,JOURNAL,1050.37,1050.37,SPAHER,J,49221500
151,7,244,92,"SHORT DEPORTIVO COLOR NEGRO, CONFECCIONADO EN TELA 100% POLIÉSTER, ELÁSTICO EN CINTURA Y AJUSTE DE CINTA, DOS BOLSAS LATERALES. SEGÚN MUESTRA SH01.",1,Pieza,PUMA,454.24,454.24,SPAHER,P,53101502
152,7,244,93,"FILIPINA PARA CABALLERO MANGA CORTA COLOR AZUL CLARO JASPEADO, COMPOSICIÓN 65% POLIÉSTER 35% ACRÍLICO, CUELLO TIPO MAO, CINCO BOTONES AL FRENTE COLOR AZUL, DOS BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN, UNA BOLSA A LA ALTURA DEL PECHO LADO IZQUIERDO. SEGÚN MUESTRA FL01.",1,Pieza,"NURSE Y DOC",327.07,327.07,SPAHER,P,46181533
153,7,244,94,"FILIPINA PARA DAMA, MANGA 3/4 COLOR BLANCO, COMPOSICIÓN 65% POLIÉSTER 35% ACRÍLICO, CUELLO TIPO SPORT, ESCOTE EN V, CINCO BOTONES AL FRENTE COLOR BLANCO, DOS BOLSAS AL FRENTE A LA ALTURA DEL ABDOMEN, CINTA DECORATIVA EN ESPALDA, CORTE CON SILUETA, BIES COLOR ROSA EN MANGAS Y BOLSAS.  SEGÚN MUESTRA FL07.",1,Pieza,"NURSE Y DOC",326.31,326.31,SPAHER,P,46181533
154,7,244,95,"PLAYERA TIPO POLO PARA CABALLERO COLOR VERDE PETRÓLEO, COMPOSICIÓN EN 50% ALGODÓN 50% POLIÉSTER, MANGA CORTA, 3 BOTONES AL FRENTE, CUELLO Y PUÑOS TEJIDOS CON DETALLES EN COLOR GRIS Y MARINO, DISEÑO BORDADO EN PARTE FRONTAL INFERIOR IZQUIERDA COLOR BLANCO. SEGÚN MUESTRA PLC02.",1,Pieza,"SILVER STONE",294.45,294.45,SPAHER,P,52121702
155,7,244,96,"PLAYERA TIPO POLO PARA DAMA COLOR CORAL, COMPOSICIÓN EN 50% ALGODÓN 50% POLIÉSTER, MANGA CORTA, 3 BOTONES AL FRENTE, TEJIDO EN CUELLOS Y PUÑO EN COLOR CORAL, DISEÑO BORDADO EN PECHO IZQUIERDO COLOR AZUL MARINO. SEGÚN MUESTRA PLD08.",1,Pieza,"SILVER STONE",281.90,281.90,SPAHER,P,52121702
156,7,244,97,"GORRA TIPO BEISBOLERA EN COLOR MARINO DETALLES DE MALLA EN LATERALES BIES EN LATERALES AJUSTE DE HERRAJE METÁLICO EN LA PARTE TRASERA, VISERA MARINA. SEGÚN MUESTRA AC80.",1,Pieza,CAPPELO,89.78,89.78,SPAHER,P,53102516
157,7,244,98,"GORRA TIPO BEISBOLERA EN COLOR AZUL JASPEADO, CONFECCIONADA EN 100% ALGODÓN, SEIS GAJOS CON OJILLOS BORDADOS, VISERA RÍGIDA COLOR CAFÉ, AJUSTE METÁLICO EN PARTE TRASERA. SEGÚN MUESTRA AC88.",1,Pieza,S/M,90.74,90.74,SPAHER,P,53102516
158,7,244,99,"TRAJE DE BAÑO DE NATACIÓN PARA DAMA, COLOR NEGRO ELABORADO CON TELA RESISTENTE AL CLORO, COMPOSICIÓN 50% POLIÉSTER RECICLADO, 50% POLIÉSTER. SEGÚN MUESTRA AC62.",1,Pieza,ARENA,853.42,853.42,SPAHER,P,49141600
